,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
Gm15627,0.33937824,0.43962404,-0.09636422,0.07496386,-0.38838622,0.07667741,-0.056024406,0.19053225,0.014112505,0.14621979,0.15678693,-0.4037407,-0.096627444,0.1620971,-2.0315232,0.025763847,0.33769006,-0.1643219,3.3921204,0.09396716
Cldn4,-0.10301727,-0.29579833,-0.33907998,0.23955159,-0.20738414,-0.3995703,-0.037382834,-0.46045133,0.04020468,1.005613,0.05321002,1.3748069,0.21470198,-0.020854268,-0.29756132,0.057229925,-1.5555944,0.37749958,1.4421927,0.1224161
Cldn3,-0.02527143,-0.15933809,-0.20583917,0.19931862,0.15251146,-0.11512954,0.12989247,-0.079941794,0.17670587,0.9822771,0.18903147,1.0391303,0.10421632,-0.077907,0.1609728,0.04780614,-1.4614865,0.16976239,1.4252906,0.1849147
Fkbp6,-0.16224606,0.033649012,0.16925636,-0.0744086,-0.1170448,-0.17603785,-0.09010654,0.21389177,-0.017735086,0.73758805,0.20857306,-0.3087219,-0.10834136,-0.05582462,0.3325093,0.08669412,-0.5022792,0.51386034,2.0911138,-0.17023435
Hspb1,-0.009454056,0.16080749,0.1422046,-0.40908772,0.18738955,0.057067078,-0.110455744,0.017912623,0.2965614,0.7355585,-0.31893268,0.079660065,0.15863128,-0.023159847,0.28310227,0.11796426,-0.5695219,0.6156525,0.3189511,-0.13570175
Upk3b,-0.13724823,0.16462769,-0.37749004,0.08125635,-0.26432696,0.27080542,-0.35484013,-0.17736015,0.022126053,2.2965808,-0.23635629,0.74883986,0.07132795,0.27018198,-2.132128,0.7077068,0.34303054,-1.4942298,2.1679792,-0.45704663
Zan,0.2529624,-0.03265452,-0.2090379,0.019200651,-0.8684371,-0.28591225,-0.13132621,0.3040983,-0.23968925,0.85629034,0.07684954,-0.24349485,0.006833843,0.11494686,-1.8708402,0.4815876,-0.40035257,-0.46397844,3.0988827,0.16376436
Pdgfa,0.013679376,-0.116451286,-0.26207265,-0.059783652,0.02549107,-0.08511618,0.4566168,-0.13448966,0.19909182,0.65262544,-0.17555283,0.5694197,0.05414206,-0.13562109,-1.0326742,-0.043988366,-0.5368646,0.2412087,-0.5098546,-0.10870315
Uncx,-0.5033403,0.85639995,-0.13345245,0.2496046,-0.5704996,-0.3835234,-0.49229285,0.32617983,-0.60873747,0.60200566,0.38414147,0.19762291,0.2459873,-0.22747372,-2.5658753,0.3161196,-0.325765,-0.76339424,2.79461,0.7338235
Arpc1b,-0.10284915,-0.17199712,0.11531448,0.2330693,-0.03462956,-0.09949924,0.006173835,0.21509384,0.019601408,0.5437712,0.13776179,-0.13944566,0.1727467,-0.1292677,0.6244008,0.022444172,-0.3334654,0.14279722,-0.55275655,0.15153547
Cdx2,0.041982032,-0.10331027,-0.035650793,0.46506163,-0.07045069,-0.03182388,0.100838095,0.32907602,1.1761851,1.1135156,-0.621148,0.39462447,-0.12506112,-0.25863767,-0.11378272,-0.89011776,-0.12702674,0.15473323,-0.2657904,-0.24863365
Flt1,0.23641066,-0.239647,-0.16447957,0.354383,0.23946036,-0.12206801,0.39914617,-0.57837886,0.05887489,0.7333287,-0.03687778,-0.5400896,0.093436524,0.42200634,-1.0657443,0.6745352,0.066307,0.5821527,0.9768334,0.17422943
Gng11,-0.16674232,0.0483792,0.19143309,0.19662248,0.13138695,-0.23018113,0.13910276,-0.18863487,-0.024567027,0.2696483,-0.009744219,-0.20937654,0.34792075,0.016322179,-0.73576087,0.53903705,0.89027596,0.03559549,0.6776192,0.32856548
Col1a2,0.13736309,0.21305504,-0.07310342,0.2515776,-0.15969975,-0.0074732364,-0.27957836,0.0638438,-0.06005461,0.5790547,0.36360893,-0.054345477,-0.277084,0.092332,-1.6805575,0.60925645,0.638004,-0.8575734,0.90693194,-0.13933845
Sgce,-0.1363768,0.095420875,-0.059989765,0.021799358,-0.077686235,0.15712225,0.11854866,0.098284,0.047947377,0.526731,0.009654374,0.24829535,-0.09053683,-0.3313625,-0.30694655,0.14705753,0.57394373,0.23274936,-0.024482872,0.03177546
Peg10,0.3074301,0.011068322,-0.067922235,0.19592972,-0.24056086,0.053406492,0.09394375,0.071344376,-1.7947892e-05,1.1366295,-0.024768263,-0.07901193,0.09926758,-0.009662646,0.4425366,0.051239472,0.24669431,0.079668276,-0.21622504,-0.35332802
Asb4,-0.2638691,0.21622488,0.1397616,-0.047545973,-0.021531139,0.14225757,0.1852321,-0.33200902,-0.1816603,0.33928078,-0.12630609,-0.50509465,-0.11362313,-0.29497293,-1.2521679,0.48356482,0.732594,0.2894217,0.34651354,-0.09594097
Dlx5,-0.1723955,-0.27328095,-0.8464517,-0.06165708,0.41358805,0.24299362,0.6871492,-0.21235304,-0.4125209,-0.11404075,0.022943852,1.0671005,0.14794116,-0.345551,-1.9603397,-0.3634283,-0.54783624,-0.49792176,1.8989381,-0.7099676
Tfec,-0.11648399,-0.2700445,0.21815202,-0.08781711,-0.046907872,0.60766,0.3167921,0.16965191,0.16291748,0.64321786,-0.14550382,-0.48803347,0.684903,-0.23996001,0.16971661,0.3036067,0.81624925,0.100881904,3.0622814,0.32051304
Wnt2,-0.20540315,0.25561982,0.19903445,-0.22585355,0.10314417,-0.22220553,-0.49388933,0.19594431,-0.60446423,1.0579485,0.08182846,-0.9518939,-0.27510992,0.066128656,-1.9532325,0.05279755,0.5959403,-0.49049467,0.5428643,-0.88816303
Fezf1,-0.06851046,0.20991762,0.4327091,-0.74067503,-0.96745896,0.48756665,1.3025498,-0.40346104,-0.40947658,0.81648976,0.41618463,1.1550841,-0.80003697,-0.37855977,-3.359509,0.47887358,-1.1618277,-1.8295827,3.247012,0.44112232
1700095J07Rik,-0.3800723,-0.010162602,-0.41863474,0.031305723,-0.80018,-0.21176457,0.3324627,-0.11328105,-0.60355306,1.5488187,0.21949326,-0.42244148,0.07276114,0.031154139,-2.4229922,0.5688959,-0.18447691,-1.1182543,3.2122912,-0.31264406
Cpa2,-0.12382544,0.054620698,0.33038014,0.10290539,-0.4643278,0.19144897,-0.34266534,0.0053208834,-0.37542602,0.78656006,-0.23239061,-0.36811575,0.028655825,0.11550085,-1.1659219,0.28727585,0.5792089,0.548067,0.723706,0.056453206
Mest,-0.10047432,-0.11478894,0.09151864,0.30465847,-0.14536169,0.0766856,0.4281427,-0.08220975,-0.19344117,0.22696091,-0.14257668,0.20134889,-0.12904729,-0.08696564,-0.85676897,0.50463164,0.04121951,0.050785914,-1.8178989,0.21194106
Podxl,0.20738518,-0.046147965,-0.18346015,0.043947063,-0.21352856,0.06359048,0.17301355,-0.07293309,-0.0458207,-0.014616769,-0.25188544,0.1022189,0.051897082,0.27085206,0.32594386,0.41589478,0.18070735,0.07155145,0.2076915,-0.3799607
Cald1,-0.09928797,0.05769438,-0.05198001,0.09928086,-0.18821482,0.028658835,0.0069592423,-0.10083452,-0.031212019,0.54429847,0.042230297,0.03174684,-0.045190632,-0.058005612,-1.0203673,0.26438376,-0.21443723,0.11776303,-1.1715834,0.22314262
Slc13a4,0.18312666,0.036337394,-0.069263846,0.107570164,-0.15980588,0.16143702,0.09890619,0.011254694,-0.0565799,0.07999224,-0.26185423,0.071916275,0.13600348,0.10310334,0.34010714,-0.034804586,0.70029074,0.09368246,1.5592813,-0.09558779
Ptn,-0.0056678723,0.12515488,-0.20228459,0.03998933,0.17734917,0.029557334,0.06510712,0.42166737,-0.42915457,-0.71283317,-0.2099995,0.92145634,-0.011612258,-0.039091494,-1.7774533,-0.006045225,0.22842595,-0.45830157,-0.20161217,0.6843522
Mkrn1,-0.14352953,0.0802151,-0.015345022,0.07987414,-0.11567134,-0.12585239,0.14980286,0.318191,0.08138116,-0.58029336,-0.087501176,0.05922558,0.018372864,-0.03662941,0.08562433,-0.09376021,-0.7567923,0.4461288,-0.8326791,0.045543876
Gimap4,0.11768328,-0.4793356,0.3645876,0.5519101,0.33475783,0.23000146,0.028752549,0.17645487,0.23964877,1.3591586,0.031369474,-0.36306986,0.26446006,-0.19424981,-1.682471,0.4316659,0.28884396,-1.3635529,2.8549314,0.67966086
Gimap6,0.21261208,0.019110227,0.23113292,0.83382773,0.65012497,-0.43031645,-0.032838825,-0.23736952,-0.20444691,1.7616233,0.17965847,-0.43633783,0.46119517,-0.16534331,-2.3492978,0.43733388,-0.18217863,-1.7597895,3.7981334,1.0696208
Gimap1,0.07571544,-0.5109367,0.20943332,0.45335236,0.15437192,0.0059665837,0.05770808,-0.04495079,0.075679846,0.56938475,0.005957781,-0.49452883,0.42073527,0.14811453,-0.38659385,0.5951007,0.6883127,-0.500265,2.674964,0.52609897
Hoxa1,-0.01611365,-0.22923791,-0.45540163,0.25179243,-0.28831184,0.35013744,-0.35712698,0.2901922,0.20634343,0.92311114,-0.9500077,0.4149992,0.59101725,-0.02837256,-1.6781791,-0.7791583,0.1668639,-0.4401869,0.02266697,0.23655717
Hoxaas3,-0.03600726,0.11936637,-0.13207813,0.45686322,-0.5290755,-0.04622698,0.3717697,0.3433063,1.650367,0.67300993,-0.06415759,0.7002782,0.109836906,-0.043583512,-1.6651592,-1.0224828,0.5844447,-1.5182924,0.79224104,0.059900597
Hoxa7,0.14203428,0.026619382,0.05780666,0.55661535,-0.45094866,-0.33672106,0.63548106,0.43935737,1.4884192,0.9329528,0.3697409,0.6944557,-0.10210121,-0.34455723,-0.8993122,-0.12987195,0.7450655,-1.1363333,1.6335907,-0.30926347
Hoxa9,0.17492308,-0.011433561,0.28492668,0.5752243,-0.2922044,-0.34320557,0.9614072,0.48084578,1.7332323,1.6603177,0.49468955,0.77601695,-0.2667748,-0.3749351,-1.5846608,-0.052657995,0.49926993,-2.0886443,2.0914128,-0.41829312
Hoxa10,-0.0012195226,0.09719691,0.46551,0.6199475,-0.15800288,0.014502647,0.76685005,-0.00012103356,1.0510697,1.5556414,0.35420474,0.18691605,-0.12685041,-0.5743981,-1.2574648,0.11867468,0.7178117,-0.34322542,1.9844202,-0.85317457
Snca,-0.039337046,-0.51557904,-0.019892758,0.014869592,-0.14899397,0.07448478,-0.070658885,-0.21129629,0.067216046,-1.1087092,-0.11216296,-0.66463566,-0.09625724,-0.30108288,-0.67594177,0.25104305,-0.91022843,-1.2592208,1.4080552,-0.24121821
Gng12,-0.17156458,0.1070581,-0.14447092,0.23368037,-0.11094625,-0.120965905,0.13154668,0.26251227,0.035067704,0.49489856,0.08068281,-0.049481872,0.04847311,0.11778414,0.58365947,0.016991504,0.15150163,0.16478115,-0.114157125,0.026165191
Gadd45a,-0.14564839,0.030259801,-0.52355087,-0.011460641,0.06254023,0.038121086,0.22057961,0.19300102,-0.2662789,-0.46270475,-0.08150412,0.089728564,-0.2542983,-0.28877503,-0.42968667,-0.10795254,-0.37902403,-0.41139567,0.0054311203,0.15699224
Tacstd2,-0.1819952,-0.2052885,-0.85406846,0.18544269,0.5475433,0.021565733,-0.13427083,-0.66661716,-0.26775122,1.9844689,-0.1946907,0.54999256,-0.014571315,0.11713457,-0.89832735,-0.24995078,-1.2994559,0.06649431,1.3982904,-0.37351435
Fabp1,-0.0019665181,-0.48795688,0.41007793,-0.4760528,-0.32676712,-0.49546495,-0.0023138293,0.08235976,-0.024084458,0.44458953,0.35305318,0.43184507,-0.09461743,0.09988277,0.2924877,-0.46411538,0.85901934,-0.0060329973,2.380422,-0.4253495
Smyd1,-0.10986597,0.56722957,0.31067684,-0.3092819,0.08460997,-0.4103062,0.25093997,-0.15339161,-0.27615654,1.2194109,-0.385118,0.11292291,0.20329002,0.15542486,-1.8666868,0.21843831,0.6213683,-0.702802,1.869663,-0.47709167
Cd8a,-0.29349962,0.10728374,0.29952613,-0.3436016,-0.5231947,0.57501954,0.025503501,-1.062549,-0.34606743,2.4980755,-0.19891244,0.30042025,0.38896868,0.2180659,-1.310022,0.6575516,0.49574545,0.36267784,3.3409681,0.18819024
Tmem150a,-0.18818922,0.028695012,0.0006544567,0.11628438,-0.19139387,-0.03969406,0.045348223,0.25925604,-0.016096959,0.29662216,-0.092356056,0.02824686,0.102672726,0.05702629,0.4717453,0.060748503,0.5610325,0.22615433,0.42612907,-0.034838453
Vamp5,-0.15112412,0.01303128,0.09634967,0.3717845,-0.18884286,-0.20349588,0.10822322,-0.20513828,-0.18096869,0.6768086,-0.011202151,-0.33196706,0.7905667,0.076725915,-0.3712445,0.4234727,0.64213276,-0.7404243,1.292936,0.42208254
Vamp8,-0.21799107,0.22749698,-0.081154495,0.12603344,-0.10801386,-0.13750212,0.05294297,-0.081186056,-0.046300534,-0.506221,0.012436073,0.0310876,0.35997862,-0.039142158,0.7061609,0.2719634,-0.019035967,0.030304605,-0.38424385,-0.10023014
Tmsb10,-0.262215,-0.038818866,-0.028454427,-0.0212794,-0.1027214,-0.037834525,-0.021751355,-0.11726337,0.058885958,-0.5683449,0.12476594,0.047765046,0.09743082,0.05672145,-0.22143506,0.014609917,-0.26226294,0.37909052,-2.673259,0.17669623
Dqx1,0.22000776,-0.05824558,-0.12015201,0.1330141,-0.2222643,-0.13031615,0.06242342,0.18594022,0.08879703,-0.66220075,0.105812974,-0.11915518,-0.026575975,0.0148127265,-0.8080305,-0.11001252,0.06620434,0.024460338,0.3255624,-0.014980444
Tlx2,-0.18123533,-0.306024,-0.7522356,0.05039687,-0.4246805,-0.14492983,0.807638,-0.15476848,0.77585864,0.8905212,-0.013804509,0.53193516,0.2014593,0.055357695,-2.0534396,-0.8982671,0.7320243,-0.021911709,2.3563128,0.018011162
1700003E16Rik,-0.09968233,0.28056234,0.8414921,0.5077384,-0.19420432,-0.36591133,-0.45593134,-0.6612513,-0.33174923,1.233479,-0.92466664,-0.13821676,-0.1595031,-0.5966644,-2.06593,-0.30280727,-0.7575314,-0.26584658,3.2195852,0.029309684
Noto,-0.23817147,0.7449461,0.34882486,0.3252684,0.038312346,-0.39197335,-0.51703924,-1.1063014,0.219597,1.1041032,-0.42170498,-0.120140806,-0.38530302,-0.2593211,-2.1635995,-0.24346918,-0.3283823,-0.2716529,2.5940197,0.38414362
A430078I02Rik,0.17510317,0.15209547,-0.49684295,0.11845326,-0.0008465263,-0.2706876,-0.06637997,0.64620245,-0.38418484,1.025484,0.026818668,-0.22249483,-0.08257347,-0.3348314,-2.0155478,0.38477555,-0.13463245,-0.59226817,2.907739,-0.023536753
Gata2,0.0411711,-1.1405696,-0.28356338,-0.09065317,-0.06291891,-0.43746504,0.2266296,-0.32273385,-0.2686534,1.4795614,0.12232937,-0.6463727,0.39878145,-0.26814878,-0.16700982,-0.007387604,-0.050260983,-0.37653902,0.9235119,-0.42209083
Trh,-0.08406089,-0.37527844,0.19666262,0.2151859,-0.29310852,-0.056837123,0.17585059,-0.74655867,0.567732,-1.1657774,-0.16380866,0.6334929,-0.0940742,0.2206414,-0.96023405,0.27081966,-0.3507898,1.6000332,1.1087772,0.33716473
Lmod3,-0.13032432,0.32414877,0.18901667,-0.5946021,0.28634304,-0.4438657,-0.18590242,-0.11026278,0.074656025,1.6729518,-0.34639287,-0.47283226,0.051336765,0.4188095,-2.055229,0.28978807,0.3242721,-0.9616022,3.4829507,-0.29157624
Ghrl,0.39969262,-0.60687125,0.12604968,-0.31767738,-0.31362674,0.05549475,-0.58301425,-0.9083065,-0.5414703,2.9748156,0.028088046,0.9670424,0.11032115,0.20378289,-1.827847,0.23451509,0.71063644,-2.3325531,4.0946054,0.14178108
8430408G22Rik,-0.26658338,0.45919415,0.005764522,-0.18186188,-0.10480191,-0.4871764,-0.7041321,-0.15273605,0.14775638,1.8751507,-0.24883556,0.19535762,0.64672107,-0.07579768,-0.83828735,0.35467732,1.2980192,-1.0334153,3.1238165,0.6360033
Cxcl12,0.012487412,0.6193646,-0.2500678,0.12636474,0.3568449,-0.03731846,0.01074533,0.35559693,0.08910305,-0.42522568,0.081084356,0.97694165,0.56523615,-0.13914153,-1.6141052,0.3248113,0.06325708,0.6694413,0.88014865,-0.32496527
Dcp1b,-0.1647747,0.17790572,-0.034277085,-0.36165082,-0.13151568,-0.38703594,0.11134435,0.12741919,-0.04057351,6.422584e-05,-0.16395868,-0.25803557,0.05967162,-0.022663016,-1.0066363,0.029612895,-0.031827264,-0.23847477,0.96362007,-0.008731161
Klrg1,-0.15430528,-0.34350985,-0.026073292,-0.053340655,0.2116046,-0.33963534,-0.44103587,-0.5209908,-0.12489115,1.6193626,0.48725006,-1.2035645,-0.13782167,-0.007894551,-0.6615401,-0.056940846,0.58934927,-1.2956392,3.8533423,-0.029859776
Dppa3,-0.052073386,0.0016691016,-0.32118306,0.114532076,0.020139782,-0.14659043,0.11451894,-0.6161229,0.5789562,0.05559061,0.702359,0.05647162,0.952438,-0.33853912,-1.600294,-0.35737228,-1.0604566,0.38602227,2.8172457,-0.61829513
Slc2a3,0.05158327,-0.20679319,-0.48084167,0.03988183,0.123162426,-0.0018689673,0.33204395,-0.1928411,0.20835923,-0.22891195,-0.2881322,0.761197,-0.15911724,0.09714638,0.8436906,0.052524414,0.1326761,0.3287164,-0.74806714,-0.09283126
Cd9,-0.045212034,-0.12499055,-0.26529592,-0.16404007,0.11339631,-0.2097714,-0.013152848,-0.2576124,0.072367154,-0.079205886,0.096398905,0.05097671,-0.07977083,-0.1784378,0.49633998,0.23440772,-0.681541,0.19228993,-0.44706243,0.29008514
Ccnd2,-0.01631389,-0.5301942,-0.42424315,-0.03329857,-0.07177597,-0.162261,0.21088232,-0.11213205,0.021050278,-0.81296164,-0.13410282,-0.13841356,-0.024571782,0.18631327,-1.2690101,-0.18441755,0.5416813,-0.37993824,-1.2572155,-0.24563733
Clec1b,0.33827457,-0.23800842,0.6615537,0.62095433,0.7674267,-0.35594338,0.036123138,-0.83900046,-0.17390919,1.6804309,-0.39781317,-0.3409029,0.5358396,0.26582533,-2.5474195,0.20916449,-0.046530418,-1.953024,2.9999716,1.4054459
Clec9a,0.108146764,0.13796167,-0.32902694,0.3571722,0.3724882,-0.72337973,0.65527594,-0.7040923,-0.060088024,2.8445222,-0.26372385,-0.6495628,0.66056925,-0.05393458,-2.4393275,0.36842078,0.2627144,-1.3684833,4.6467633,0.63497734
Klre1,-0.29577044,-0.038729794,-0.08116893,-0.10727266,-0.022919461,-0.72330594,-0.50046885,-0.53010744,-0.20732073,3.9149723,0.2524481,-0.561813,-0.24150129,-0.27541515,-2.335033,-0.028796202,-0.2802944,-2.2405345,4.5105815,0.88138336
Klra7,-0.6191742,0.116188206,0.020573026,0.056103356,-0.079477124,-0.988923,-0.44821453,-0.2989111,-0.25396338,3.7964048,0.6677965,-0.6734532,-0.2845575,-0.28284866,-2.5425506,0.1993769,-0.18488823,-2.1761432,4.7867036,0.5876989
Hebp1,-0.23390083,0.5669027,-0.3211592,-0.0052894973,0.06616297,0.09927566,0.064842895,0.17233965,-0.020546002,0.12728679,-0.06764986,-0.34446678,0.14997207,-0.18593182,0.68585646,0.1565797,-0.020279022,-0.7377785,0.784285,-0.050093856
Arhgdib,-0.23912528,-0.22466418,0.013945572,0.09973546,0.18309635,-0.17760907,-0.41218024,-0.29423547,0.0727382,1.050004,-0.054061912,-0.63480633,0.099734314,0.2685358,-1.150721,0.7058001,-0.08745242,-1.3317283,1.0350997,0.18653351
Ptpro,-0.2006564,-0.15435831,0.24442026,0.065127015,-0.66997707,0.35490313,0.3095485,-0.84380627,0.019002378,1.6513966,-0.44270873,-0.5051462,-0.32912207,-0.008882326,-2.330409,0.29965222,-0.11325705,-0.29372957,3.5824711,0.9424678
Ldhb,-0.14296277,-0.016809294,0.004716887,-0.08707823,-0.08956073,0.072257146,-0.08225431,0.02582528,0.024605958,-0.53137636,-0.0627557,0.2652206,0.070585676,-0.06924193,-0.56901383,-0.31217235,-0.52012706,0.9728277,-0.9946449,0.13155536
Ncr1,-0.33226863,-0.21251231,-0.30330104,-0.3187442,0.1440641,-0.9545872,-0.4107104,0.09206446,-0.30013502,2.6459446,0.23456936,-0.3296072,-0.35330826,-0.7209107,-2.7689939,0.08107687,-0.7829063,-1.4883223,4.493346,0.6703942
Tnni3,0.10832194,-0.107233405,0.40720806,-0.5339215,-0.3038391,-0.46668923,-0.099202156,-0.254424,0.14698043,0.6245957,-0.23558743,-0.46355242,0.059699193,-0.10410858,-0.7526534,0.30702943,-0.64136064,-1.2179109,1.4719981,0.075798936
C5ar1,-0.076843865,-0.7005524,-0.0975868,0.93411046,0.43986186,0.44400644,-0.4124895,-0.08667704,0.29680252,1.6778417,-0.4855291,-1.1621823,0.40446478,0.09603824,-1.949186,0.46099648,-0.097749375,-0.92106557,4.834123,0.670029
Gm45509,0.22435358,0.06511074,-0.29322794,-0.009497028,-0.27874342,-0.3427661,0.18675019,0.22968547,-0.12016792,0.2952591,0.04105729,-0.19023633,0.010090872,0.066572584,-1.025092,0.18114132,-0.18035945,-0.31695276,1.6929718,-0.027152445
Ceacam9,-0.44703692,0.09346207,-0.3955539,0.092231415,-0.029434582,0.23614824,-0.7237727,-0.0034609851,0.01247534,1.8085891,0.6356698,-0.24761865,0.26819918,-0.5151653,-3.17619,0.088534914,-1.1427402,-0.64837056,3.6256042,0.103850484
Apoc2,0.07876866,-0.15773045,0.2731671,0.10107766,-0.10932813,0.055023063,-0.037417885,0.30833742,-0.06368453,0.20227677,0.20257026,-0.17378485,0.25915146,-0.062501386,0.36415765,-0.25854054,0.680645,-0.16817853,2.8014297,-0.074573815
Apoc1,-0.053911075,-0.01592978,0.10546393,0.10146964,-0.08488549,-0.060696654,-0.010863923,-0.020214919,0.0062178825,0.3814933,0.10444881,0.16339113,0.281284,0.1256711,0.8515505,-0.14084797,-0.44037092,0.6257796,0.82020676,0.12755802
Apoe,0.09173704,-0.2169431,0.19426101,-0.016902115,0.15871878,0.18063805,0.05812275,-0.16295324,-0.12524055,-0.2098267,-0.18601874,-0.009256797,0.17195994,-0.05928841,1.1866907,0.07840907,0.3720962,0.7832096,-1.1465251,0.31701943
Kcnn4,0.13973215,-0.21118064,-0.05528213,0.025507411,-0.22863126,-0.042189028,-0.08939037,-0.16939527,0.050940644,-0.097354114,-0.03684757,-0.7836611,0.09215828,0.08845133,-1.0896739,-0.10865949,-0.6256414,-1.9498522,2.4659848,-0.08418017
Plaur,-0.043641906,0.023179062,0.260745,0.28729022,-0.18850635,-0.43753374,-0.061644875,0.077556565,-0.16317974,1.9399902,0.26067406,-0.13223337,-0.0733704,-0.09886715,-0.61985224,0.20695376,-0.6455464,-0.06903061,0.9077721,0.52908915
Tgfb1,-0.10958997,-0.19826542,-0.034668915,0.24309574,-0.060614616,-0.289423,0.011765884,-0.27401304,0.28184542,0.4978716,0.1881546,-1.1255828,0.14349736,-0.1342255,-0.7297384,0.21621521,0.13545288,-0.3577745,0.4446241,-0.22481498
Blvrb,-0.32653815,0.2016285,-0.21284196,-0.11365142,-0.22792327,0.066721275,0.017733894,-0.10220881,0.10420568,-0.7229394,0.030399512,-0.65053284,-0.07061149,-0.027399566,0.27082703,0.13266428,-0.5008503,-0.6091723,0.25823867,-0.19365044
Dll3,0.04661414,0.093140736,-0.104911014,-0.18747927,-0.26712158,-0.21918471,-0.2404268,0.040568903,-0.025957005,0.4453906,0.29175267,-0.56702095,-0.5108403,-0.028347692,-1.6528728,-1.014758,-0.22850353,0.51611614,0.3487748,0.33793426
Ppp1r14a,-0.20392093,0.08364838,0.2231347,0.28008643,-0.50949633,-0.0077683604,-0.116028935,0.3190767,-0.17350547,0.8027224,0.17136331,0.049122807,0.120521724,-0.028019534,-1.334803,0.21493354,-0.23049223,0.16559514,-0.31845993,-0.3506106
Tyrobp,-0.19420286,-0.11168526,-0.47171113,0.33451322,0.48045215,-0.26828396,-0.9907813,-0.12717472,-0.32954463,1.6131511,0.3263516,-1.1326013,0.40643987,0.5153408,-1.8274521,0.11655789,-0.03673683,-0.8062492,3.7904336,0.97878116
Etv2,0.08896221,-0.5647644,0.57101315,0.6273259,-0.06193406,-0.2701687,0.42245066,-0.13521461,-0.32037795,0.72125286,0.16455753,-0.81164616,0.2526581,-0.20572962,-1.26793,-0.064307146,-0.38784587,0.13139343,-0.03996675,0.004496702
Dmkn,-0.030636927,-0.09130669,0.22664885,-0.1731458,0.08033157,0.13849038,-0.34786904,-0.4023586,-0.19143164,0.42294058,-0.13750014,0.034868926,0.0031778691,-0.69175607,-2.0877593,-0.2395204,-0.46186367,0.052043058,2.0699978,-0.26135308
Fxyd5,0.09272293,-0.34291196,0.0032673012,0.34875184,0.3794989,-0.15133466,-0.0144836735,0.46503028,0.10588419,1.2098057,0.340878,-0.3326496,0.36417758,0.04889106,-0.81465405,0.44029987,-0.8882641,-0.15489669,1.6816615,0.5683306
